,gvkey,iid,gvkeyx,from,thru,conml,from_yearquarter,thru_yearquarter,2008-Quarter1,2008-Quarter2,2008-Quarter3,2008-Quarter4,2009-Quarter1,2009-Quarter2,2009-Quarter3,2009-Quarter4,2010-Quarter1,2010-Quarter2,2010-Quarter3,2010-Quarter4,2011-Quarter1,2011-Quarter2,2011-Quarter3,2011-Quarter4,2012-Quarter1,2012-Quarter2,2012-Quarter3,2012-Quarter4,2013-Quarter1,2013-Quarter2,2013-Quarter3,2013-Quarter4,2014-Quarter1,2014-Quarter2,2014-Quarter3,2014-Quarter4,2015-Quarter1,2015-Quarter2,2015-Quarter3,2015-Quarter4,2016-Quarter1,2016-Quarter2,2016-Quarter3,2016-Quarter4,2017-Quarter1,2017-Quarter2,2017-Quarter3,2017-Quarter4,2018-Quarter1,2018-Quarter2,2018-Quarter3,2018-Quarter4,2019-Quarter1,2019-Quarter2,2019-Quarter3
196,6529,1,3,1995-12-14 00:00:00.000000,2014-05-07 00:00:00.000000,LSI Corp,1996-Quarter1,2014-Quarter2,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,LSI Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,6565,1,3,2012-06-05 00:00:00.000000,,Lam Research Corp,2012-Quarter3,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp,Lam Research Corp
198,6649,1,3,1999-10-18 00:00:00.000000,,Leggett & Platt Inc,2000-Quarter1,2019-Quarter3,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc,Leggett & Platt Inc
199,6653,1,3,2006-04-24 00:00:00.000000,2016-12-01 00:00:00.000000,Legg Mason Inc,2006-Quarter3,2016-Quarter4,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,Legg Mason Inc,0,0,0,0,0,0,0,0,0,0,0
200,6669,1,3,2005-10-04 00:00:00.000000,,Lennar Corp,2006-Quarter1,2019-Quarter3,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp,Lennar Corp
201,6682,1,3,2007-08-27 00:00:00.000000,,Jefferies Financial Group Inc,2007-Quarter4,2019-Quarter3,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc,Jefferies Financial Group Inc
202,6730,1,3,1970-12-31 00:00:00.000000,,Eli Lilly and Co,1971-Quarter1,2019-Quarter3,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co,Eli Lilly and Co
203,6733,1,3,1983-09-30 00:00:00.000000,,L Brands Inc,1983-Quarter4,2019-Quarter3,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc,L Brands Inc
204,6742,1,3,1976-06-30 00:00:00.000000,,Lincoln National Corp,1976-Quarter3,2019-Quarter3,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp
205,6768,1,3,1984-10-31 00:00:00.000000,2008-12-01 00:00:00.000000,Kate Spade & Co,1985-Quarter1,2008-Quarter4,Kate Spade & Co,Kate Spade & Co,Kate Spade & Co,Kate Spade & Co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,6774,1,3,1984-07-31 00:00:00.000000,,Lockheed Martin Corp,1984-Quarter4,2019-Quarter3,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp,Lockheed Martin Corp
207,6781,1,3,1995-05-10 00:00:00.000000,,Loews Corp,1995-Quarter3,2019-Quarter3,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp,Loews Corp
208,6788,1,3,2007-12-21 00:00:00.000000,2018-06-17 00:00:00.000000,Range Resources Corp.,2008-Quarter1,2018-Quarter2,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,Range Resources Corp.,0,0,0,0,0
209,6829,1,3,1984-02-29 00:00:00.000000,,Lowe's Cos Inc,1984-Quarter2,2019-Quarter3,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc,Lowe's Cos Inc
210,6994,1,3,2007-11-16 00:00:00.000000,2009-08-31 00:00:00.000000,Manitowoc Co Inc (The),2008-Quarter1,2009-Quarter3,Manitowoc Co Inc (The),Manitowoc Co Inc (The),Manitowoc Co Inc (The),Manitowoc Co Inc (The),Manitowoc Co Inc (The),Manitowoc Co Inc (The),Manitowoc Co Inc (The),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,7017,1,3,1991-05-01 00:00:00.000000,,Marathon Oil Corp,1991-Quarter3,2019-Quarter3,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp,Marathon Oil Corp
212,7063,1,3,2007-03-20 00:00:00.000000,,Host Hotels & Resorts Inc,2007-Quarter2,2019-Quarter3,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc,Host Hotels & Resorts Inc
213,7065,1,3,1987-08-31 00:00:00.000000,,Marsh & McLennan Companies Inc,1987-Quarter4,2019-Quarter3,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc,Marsh & McLennan Companies Inc
214,7067,1,3,2002-02-11 00:00:00.000000,2011-07-05 00:00:00.000000,Marshall & Ilsley Corp,2002-Quarter2,2011-Quarter3,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,Marshall & Ilsley Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,7085,1,3,1981-06-30 00:00:00.000000,,Masco Corp,1981-Quarter3,2019-Quarter3,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp,Masco Corp
216,7116,1,3,1982-03-31 00:00:00.000000,2019-06-06 00:00:00.000000,Mattel Inc.,1982-Quarter2,2019-Quarter2,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,Mattel Inc.,0
217,7146,1,3,2003-03-21 00:00:00.000000,,McCormick & Co Inc,2003-Quarter2,2019-Quarter3,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc,McCormick & Co Inc
218,7154,1,3,1970-06-30 00:00:00.000000,,McDonald's Corp,1970-Quarter3,2019-Quarter3,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp,McDonald's Corp
219,7163,1,3,1964-03-31 00:00:00.000000,,S&P Global Inc,1964-Quarter2,2019-Quarter3,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc,S&P Global Inc
220,7171,1,3,1999-01-13 00:00:00.000000,,McKesson Corp,1999-Quarter2,2019-Quarter3,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp,McKesson Corp
221,7186,2,3,2003-08-20 00:00:00.000000,2012-04-03 00:00:00.000000,Medco Health Solutions Inc.,2003-Quarter4,2012-Quarter2,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,Medco Health Solutions Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,7228,1,3,1986-10-31 00:00:00.000000,,Medtronic PLC,1987-Quarter1,2019-Quarter3,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC,Medtronic PLC
